"soe","country","month","month_num","year","total_arrivals","arrivals_male","arrivals_female"
"Johor","AFG","April","04","2020",0,0,0
"Johor","AFG","April","04","2021",0,0,0
"Johor","AFG","April","04","2022",0,0,0
"Johor","AFG","April","04","2023",2,2,0
"Johor","AFG","August","08","2020",0,0,0
"Johor","AFG","August","08","2021",0,0,0
"Johor","AFG","August","08","2022",0,0,0
"Johor","AFG","August","08","2023",0,0,0
"Johor","AFG","December","12","2020",0,0,0
"Johor","AFG","December","12","2021",0,0,0
"Johor","AFG","December","12","2022",1,1,0
"Johor","AFG","February","02","2020",2,1,1
"Johor","AFG","February","02","2021",0,0,0
"Johor","AFG","February","02","2022",0,0,0
"Johor","AFG","February","02","2023",0,0,0
"Johor","AFG","January","01","2020",2,0,2
"Johor","AFG","January","01","2021",0,0,0
"Johor","AFG","January","01","2022",0,0,0
"Johor","AFG","January","01","2023",3,3,0
"Johor","AFG","July","07","2020",0,0,0
"Johor","AFG","July","07","2021",0,0,0
"Johor","AFG","July","07","2022",1,1,0
"Johor","AFG","July","07","2023",0,0,0
"Johor","AFG","June","06","2020",0,0,0
"Johor","AFG","June","06","2021",0,0,0
"Johor","AFG","June","06","2022",1,1,0
"Johor","AFG","June","06","2023",1,1,0
"Johor","AFG","March","03","2020",3,3,0
"Johor","AFG","March","03","2021",0,0,0
"Johor","AFG","March","03","2022",0,0,0
"Johor","AFG","March","03","2023",1,1,0
"Johor","AFG","May","05","2020",0,0,0
"Johor","AFG","May","05","2021",0,0,0
"Johor","AFG","May","05","2022",1,1,0
"Johor","AFG","May","05","2023",2,2,0
"Johor","AFG","May","05","2024",1,1,0
"Johor","AFG","November","11","2020",0,0,0
"Johor","AFG","November","11","2021",0,0,0
"Johor","AFG","November","11","2022",1,1,0
"Johor","AFG","November","11","2023",1,1,0
"Johor","AFG","October","10","2020",0,0,0
"Johor","AFG","October","10","2021",0,0,0
"Johor","AFG","October","10","2022",0,0,0
"Johor","AFG","October","10","2023",0,0,0
"Johor","AFG","September","09","2020",0,0,0
"Johor","AFG","September","09","2021",0,0,0
"Johor","AFG","September","09","2022",0,0,0
"Johor","AFG","September","09","2023",2,2,0
"Johor","AGO","April","04","2020",0,0,0
"Johor","AGO","April","04","2021",0,0,0
"Johor","AGO","April","04","2022",0,0,0
"Johor","AGO","April","04","2023",2,0,2
"Johor","AGO","August","08","2020",0,0,0
"Johor","AGO","August","08","2021",0,0,0
"Johor","AGO","August","08","2022",0,0,0
"Johor","AGO","August","08","2023",0,0,0
"Johor","AGO","December","12","2020",0,0,0
"Johor","AGO","December","12","2021",0,0,0
"Johor","AGO","December","12","2022",1,1,0
"Johor","AGO","December","12","2023",1,0,1
"Johor","AGO","February","02","2020",0,0,0
"Johor","AGO","February","02","2021",0,0,0
"Johor","AGO","February","02","2022",0,0,0
"Johor","AGO","February","02","2023",0,0,0
"Johor","AGO","January","01","2020",0,0,0
"Johor","AGO","January","01","2021",0,0,0
"Johor","AGO","January","01","2022",0,0,0
"Johor","AGO","January","01","2023",0,0,0
"Johor","AGO","January","01","2024",1,1,0
"Johor","AGO","July","07","2020",0,0,0
"Johor","AGO","July","07","2021",0,0,0
"Johor","AGO","July","07","2022",0,0,0
"Johor","AGO","July","07","2023",0,0,0
"Johor","AGO","June","06","2020",0,0,0
"Johor","AGO","June","06","2021",0,0,0
"Johor","AGO","June","06","2022",0,0,0
"Johor","AGO","June","06","2023",0,0,0
"Johor","AGO","March","03","2020",0,0,0
"Johor","AGO","March","03","2021",0,0,0
"Johor","AGO","March","03","2022",0,0,0
"Johor","AGO","March","03","2023",1,1,0
"Johor","AGO","May","05","2020",0,0,0
"Johor","AGO","May","05","2021",0,0,0
"Johor","AGO","May","05","2022",0,0,0
"Johor","AGO","May","05","2023",0,0,0
"Johor","AGO","November","11","2020",0,0,0
"Johor","AGO","November","11","2021",0,0,0
"Johor","AGO","November","11","2022",1,1,0
"Johor","AGO","November","11","2023",0,0,0
"Johor","AGO","October","10","2020",0,0,0
"Johor","AGO","October","10","2021",0,0,0
"Johor","AGO","October","10","2022",0,0,0
"Johor","AGO","October","10","2023",1,1,0
"Johor","AGO","September","09","2020",0,0,0
"Johor","AGO","September","09","2021",0,0,0
"Johor","AGO","September","09","2022",0,0,0
"Johor","AGO","September","09","2023",0,0,0
"Johor","ALB","April","04","2020",0,0,0
"Johor","ALB","April","04","2021",0,0,0
"Johor","ALB","April","04","2022",3,2,1
"Johor","ALB","April","04","2023",14,13,1
"Johor","ALB","April","04","2024",14,9,5
"Johor","ALB","August","08","2020",0,0,0
"Johor","ALB","August","08","2021",0,0,0
"Johor","ALB","August","08","2022",17,12,5
"Johor","ALB","August","08","2023",18,14,4
"Johor","ALB","December","12","2020",1,1,0
"Johor","ALB","December","12","2021",0,0,0
"Johor","ALB","December","12","2022",7,7,0
"Johor","ALB","December","12","2023",17,15,2
"Johor","ALB","February","02","2020",28,15,13
"Johor","ALB","February","02","2021",0,0,0
"Johor","ALB","February","02","2022",0,0,0
"Johor","ALB","February","02","2023",9,7,2
"Johor","ALB","February","02","2024",14,10,4
"Johor","ALB","January","01","2020",35,17,18
"Johor","ALB","January","01","2021",0,0,0
"Johor","ALB","January","01","2022",0,0,0
"Johor","ALB","January","01","2023",21,13,8
"Johor","ALB","January","01","2024",18,15,3
"Johor","ALB","July","07","2020",0,0,0
"Johor","ALB","July","07","2021",0,0,0
"Johor","ALB","July","07","2022",11,5,6
"Johor","ALB","July","07","2023",20,16,4
"Johor","ALB","June","06","2020",0,0,0
"Johor","ALB","June","06","2021",0,0,0
"Johor","ALB","June","06","2022",3,1,2
"Johor","ALB","June","06","2023",10,10,0
"Johor","ALB","June","06","2024",11,7,4
"Johor","ALB","March","03","2020",7,6,1
"Johor","ALB","March","03","2021",0,0,0
"Johor","ALB","March","03","2022",0,0,0
"Johor","ALB","March","03","2023",10,9,1
"Johor","ALB","March","03","2024",12,8,4
"Johor","ALB","May","05","2020",0,0,0
"Johor","ALB","May","05","2021",0,0,0
"Johor","ALB","May","05","2022",2,2,0
"Johor","ALB","May","05","2023",17,13,4
"Johor","ALB","May","05","2024",14,12,2
"Johor","ALB","November","11","2020",0,0,0
"Johor","ALB","November","11","2021",0,0,0
"Johor","ALB","November","11","2022",16,14,2
"Johor","ALB","November","11","2023",15,13,2
"Johor","ALB","October","10","2020",0,0,0
"Johor","ALB","October","10","2021",0,0,0
"Johor","ALB","October","10","2022",24,18,6
"Johor","ALB","October","10","2023",27,20,7
"Johor","ALB","September","09","2020",0,0,0
"Johor","ALB","September","09","2021",0,0,0
"Johor","ALB","September","09","2022",17,10,7
"Johor","ALB","September","09","2023",25,19,6
"Johor","AND","April","04","2020",0,0,0
"Johor","AND","April","04","2021",0,0,0
"Johor","AND","April","04","2022",0,0,0
"Johor","AND","April","04","2023",0,0,0
"Johor","AND","August","08","2020",0,0,0
"Johor","AND","August","08","2021",0,0,0
"Johor","AND","August","08","2022",1,0,1
"Johor","AND","August","08","2023",1,0,1
"Johor","AND","December","12","2020",0,0,0
"Johor","AND","December","12","2021",0,0,0
"Johor","AND","December","12","2022",0,0,0
"Johor","AND","February","02","2020",0,0,0
"Johor","AND","February","02","2021",0,0,0
"Johor","AND","February","02","2022",0,0,0
"Johor","AND","February","02","2023",0,0,0
"Johor","AND","February","02","2024",1,0,1
"Johor","AND","January","01","2020",0,0,0
"Johor","AND","January","01","2021",0,0,0
"Johor","AND","January","01","2022",0,0,0
"Johor","AND","January","01","2023",0,0,0
"Johor","AND","July","07","2020",0,0,0
"Johor","AND","July","07","2021",0,0,0
"Johor","AND","July","07","2022",1,0,1
"Johor","AND","July","07","2023",0,0,0
"Johor","AND","June","06","2020",0,0,0
"Johor","AND","June","06","2021",0,0,0
"Johor","AND","June","06","2022",0,0,0
"Johor","AND","June","06","2023",0,0,0
"Johor","AND","March","03","2020",0,0,0
"Johor","AND","March","03","2021",0,0,0
"Johor","AND","March","03","2022",0,0,0
"Johor","AND","March","03","2023",0,0,0
"Johor","AND","May","05","2020",0,0,0
"Johor","AND","May","05","2021",0,0,0
"Johor","AND","May","05","2022",0,0,0
"Johor","AND","May","05","2023",0,0,0
"Johor","AND","November","11","2020",0,0,0
"Johor","AND","November","11","2021",0,0,0
"Johor","AND","November","11","2022",0,0,0
"Johor","AND","November","11","2023",3,1,2
"Johor","AND","October","10","2020",0,0,0
"Johor","AND","October","10","2021",0,0,0
"Johor","AND","October","10","2022",0,0,0
"Johor","AND","October","10","2023",3,1,2
"Johor","AND","September","09","2020",0,0,0
"Johor","AND","September","09","2021",0,0,0
"Johor","AND","September","09","2022",1,1,0
"Johor","AND","September","09","2023",1,1,0
"Johor","ARE","April","04","2020",0,0,0
"Johor","ARE","April","04","2021",0,0,0
"Johor","ARE","April","04","2022",4,3,1
"Johor","ARE","April","04","2023",17,15,2
"Johor","ARE","April","04","2024",20,8,12
"Johor","ARE","August","08","2020",0,0,0
"Johor","ARE","August","08","2021",0,0,0
"Johor","ARE","August","08","2022",37,23,14
"Johor","ARE","August","08","2023",73,34,39
"Johor","ARE","December","12","2020",0,0,0
"Johor","ARE","December","12","2021",0,0,0
"Johor","ARE","December","12","2022",55,29,26
"Johor","ARE","December","12","2023",45,22,23
"Johor","ARE","February","02","2020",7,5,2
"Johor","ARE","February","02","2021",0,0,0
"Johor","ARE","February","02","2022",0,0,0
"Johor","ARE","February","02","2023",9,6,3
"Johor","ARE","February","02","2024",9,6,3
"Johor","ARE","January","01","2020",22,14,8
"Johor","ARE","January","01","2021",0,0,0
"Johor","ARE","January","01","2022",0,0,0
"Johor","ARE","January","01","2023",10,8,2
"Johor","ARE","January","01","2024",7,3,4
"Johor","ARE","July","07","2020",0,0,0
"Johor","ARE","July","07","2021",0,0,0
"Johor","ARE","July","07","2022",37,18,19
"Johor","ARE","July","07","2023",106,58,48
"Johor","ARE","June","06","2020",0,0,0
"Johor","ARE","June","06","2021",0,0,0
"Johor","ARE","June","06","2022",20,12,8
"Johor","ARE","June","06","2023",23,16,7
"Johor","ARE","June","06","2024",36,17,19
"Johor","ARE","March","03","2020",4,4,0
"Johor","ARE","March","03","2021",0,0,0
"Johor","ARE","March","03","2022",0,0,0
"Johor","ARE","March","03","2023",15,14,1
"Johor","ARE","March","03","2024",11,5,6
"Johor","ARE","May","05","2020",0,0,0
"Johor","ARE","May","05","2021",0,0,0
"Johor","ARE","May","05","2022",11,9,2
"Johor","ARE","May","05","2023",14,10,4
"Johor","ARE","May","05","2024",20,7,13
"Johor","ARE","November","11","2020",0,0,0
"Johor","ARE","November","11","2021",0,0,0
"Johor","ARE","November","11","2022",37,29,8
"Johor","ARE","November","11","2023",15,9,6
"Johor","ARE","October","10","2020",0,0,0
"Johor","ARE","October","10","2021",0,0,0
"Johor","ARE","October","10","2022",40,28,12
"Johor","ARE","October","10","2023",17,9,8
"Johor","ARE","September","09","2020",0,0,0
"Johor","ARE","September","09","2021",0,0,0
"Johor","ARE","September","09","2022",13,5,8
"Johor","ARE","September","09","2023",8,5,3
"Johor","ARG","April","04","2020",0,0,0
"Johor","ARG","April","04","2021",0,0,0
"Johor","ARG","April","04","2022",20,20,0
"Johor","ARG","April","04","2023",54,31,23
"Johor","ARG","April","04","2024",91,51,40
"Johor","ARG","August","08","2020",0,0,0
"Johor","ARG","August","08","2021",0,0,0
"Johor","ARG","August","08","2022",44,23,21
"Johor","ARG","August","08","2023",98,59,39
"Johor","ARG","December","12","2020",0,0,0
"Johor","ARG","December","12","2021",0,0,0
"Johor","ARG","December","12","2022",29,17,12
"Johor","ARG","December","12","2023",83,51,32
"Johor","ARG","February","02","2020",87,43,44
"Johor","ARG","February","02","2021",0,0,0
"Johor","ARG","February","02","2022",0,0,0
"Johor","ARG","February","02","2023",70,46,24
"Johor","ARG","February","02","2024",92,46,46
"Johor","ARG","January","01","2020",221,133,88
"Johor","ARG","January","01","2021",0,0,0
"Johor","ARG","January","01","2022",0,0,0
"Johor","ARG","January","01","2023",90,54,36
"Johor","ARG","January","01","2024",116,59,57
"Johor","ARG","July","07","2020",0,0,0
"Johor","ARG","July","07","2021",2,2,0
"Johor","ARG","July","07","2022",59,31,28
"Johor","ARG","July","07","2023",105,64,41
"Johor","ARG","June","06","2020",0,0,0
"Johor","ARG","June","06","2021",0,0,0
"Johor","ARG","June","06","2022",33,23,10
"Johor","ARG","June","06","2023",76,40,36
"Johor","ARG","June","06","2024",93,46,47
"Johor","ARG","March","03","2020",56,25,31
"Johor","ARG","March","03","2021",0,0,0
"Johor","ARG","March","03","2022",0,0,0
"Johor","ARG","March","03","2023",62,39,23
"Johor","ARG","March","03","2024",100,52,48
"Johor","ARG","May","05","2020",0,0,0
"Johor","ARG","May","05","2021",0,0,0
"Johor","ARG","May","05","2022",36,23,13
"Johor","ARG","May","05","2023",64,39,25
"Johor","ARG","May","05","2024",85,51,34
"Johor","ARG","November","11","2020",0,0,0
"Johor","ARG","November","11","2021",0,0,0
"Johor","ARG","November","11","2022",53,33,20
"Johor","ARG","November","11","2023",80,54,26
"Johor","ARG","October","10","2020",0,0,0
"Johor","ARG","October","10","2021",0,0,0
"Johor","ARG","October","10","2022",61,32,29
"Johor","ARG","October","10","2023",83,49,34
"Johor","ARG","September","09","2020",1,1,0
"Johor","ARG","September","09","2021",0,0,0
"Johor","ARG","September","09","2022",44,28,16
"Johor","ARG","September","09","2023",51,27,24
"Johor","ARM","April","04","2020",0,0,0
"Johor","ARM","April","04","2021",0,0,0
"Johor","ARM","April","04","2022",4,2,2
"Johor","ARM","April","04","2023",2,1,1
"Johor","ARM","April","04","2024",32,9,23
"Johor","ARM","August","08","2020",0,0,0
"Johor","ARM","August","08","2021",0,0,0
"Johor","ARM","August","08","2022",6,3,3
"Johor","ARM","August","08","2023",1,0,1
"Johor","ARM","December","12","2020",0,0,0
"Johor","ARM","December","12","2021",0,0,0
"Johor","ARM","December","12","2022",11,6,5
"Johor","ARM","December","12","2023",3,2,1
"Johor","ARM","February","02","2020",5,2,3
"Johor","ARM","February","02","2021",0,0,0
"Johor","ARM","February","02","2022",0,0,0
"Johor","ARM","February","02","2023",0,0,0
"Johor","ARM","February","02","2024",1,0,1
"Johor","ARM","January","01","2020",5,2,3
"Johor","ARM","January","01","2021",0,0,0
"Johor","ARM","January","01","2022",0,0,0
"Johor","ARM","January","01","2023",6,3,3
"Johor","ARM","January","01","2024",3,3,0
"Johor","ARM","July","07","2020",0,0,0
"Johor","ARM","July","07","2021",0,0,0
"Johor","ARM","July","07","2022",7,1,6
"Johor","ARM","July","07","2023",4,1,3
"Johor","ARM","June","06","2020",0,0,0
"Johor","ARM","June","06","2021",0,0,0
"Johor","ARM","June","06","2022",2,0,2
"Johor","ARM","June","06","2023",9,5,4
"Johor","ARM","June","06","2024",2,1,1
"Johor","ARM","March","03","2020",5,2,3
"Johor","ARM","March","03","2021",0,0,0
"Johor","ARM","March","03","2022",0,0,0
"Johor","ARM","March","03","2023",3,2,1
"Johor","ARM","March","03","2024",2,1,1
"Johor","ARM","May","05","2020",0,0,0
"Johor","ARM","May","05","2021",0,0,0
"Johor","ARM","May","05","2022",1,1,0
"Johor","ARM","May","05","2023",19,4,15
"Johor","ARM","May","05","2024",1,1,0
"Johor","ARM","November","11","2020",0,0,0
"Johor","ARM","November","11","2021",0,0,0
"Johor","ARM","November","11","2022",4,3,1
"Johor","ARM","November","11","2023",2,2,0
"Johor","ARM","October","10","2020",0,0,0
"Johor","ARM","October","10","2021",0,0,0
"Johor","ARM","October","10","2022",6,5,1
"Johor","ARM","October","10","2023",23,5,18
"Johor","ARM","September","09","2020",0,0,0
"Johor","ARM","September","09","2021",0,0,0
"Johor","ARM","September","09","2022",4,2,2
"Johor","ARM","September","09","2023",0,0,0
"Johor","ATG","April","04","2020",0,0,0
"Johor","ATG","April","04","2021",0,0,0
"Johor","ATG","April","04","2022",0,0,0
"Johor","ATG","April","04","2023",7,4,3
"Johor","ATG","April","04","2024",2,1,1
"Johor","ATG","August","08","2020",0,0,0
"Johor","ATG","August","08","2021",0,0,0
"Johor","ATG","August","08","2022",4,3,1
"Johor","ATG","August","08","2023",12,7,5
"Johor","ATG","December","12","2020",0,0,0
"Johor","ATG","December","12","2021",0,0,0
"Johor","ATG","December","12","2022",3,1,2
"Johor","ATG","December","12","2023",5,3,2
"Johor","ATG","February","02","2020",0,0,0
"Johor","ATG","February","02","2021",0,0,0
"Johor","ATG","February","02","2022",0,0,0
"Johor","ATG","February","02","2023",3,2,1
"Johor","ATG","February","02","2024",4,2,2
"Johor","ATG","January","01","2020",6,3,3
"Johor","ATG","January","01","2021",0,0,0
"Johor","ATG","January","01","2022",0,0,0
"Johor","ATG","January","01","2023",9,5,4
"Johor","ATG","January","01","2024",2,2,0
"Johor","ATG","July","07","2020",0,0,0
"Johor","ATG","July","07","2021",0,0,0
"Johor","ATG","July","07","2022",0,0,0
"Johor","ATG","July","07","2023",8,8,0
"Johor","ATG","June","06","2020",0,0,0
"Johor","ATG","June","06","2021",0,0,0
"Johor","ATG","June","06","2022",7,5,2
"Johor","ATG","June","06","2023",3,3,0
"Johor","ATG","June","06","2024",5,2,3
"Johor","ATG","March","03","2020",1,1,0
"Johor","ATG","March","03","2021",0,0,0
"Johor","ATG","March","03","2022",0,0,0
"Johor","ATG","March","03","2023",8,7,1
"Johor","ATG","March","03","2024",1,1,0
"Johor","ATG","May","05","2020",0,0,0
"Johor","ATG","May","05","2021",0,0,0
"Johor","ATG","May","05","2022",0,0,0
"Johor","ATG","May","05","2023",5,5,0
"Johor","ATG","May","05","2024",7,6,1
"Johor","ATG","November","11","2020",0,0,0
"Johor","ATG","November","11","2021",0,0,0
"Johor","ATG","November","11","2022",4,4,0
"Johor","ATG","November","11","2023",3,3,0
"Johor","ATG","October","10","2020",0,0,0
"Johor","ATG","October","10","2021",0,0,0
"Johor","ATG","October","10","2022",7,3,4
"Johor","ATG","October","10","2023",6,5,1
"Johor","ATG","September","09","2020",0,0,0
"Johor","ATG","September","09","2021",0,0,0
"Johor","ATG","September","09","2022",9,4,5
"Johor","ATG","September","09","2023",6,3,3
"Johor","AUS","April","04","2020",0,0,0
"Johor","AUS","April","04","2021",1,1,0
"Johor","AUS","April","04","2022",1385,872,513
"Johor","AUS","April","04","2023",6016,3378,2638
"Johor","AUS","April","04","2024",6363,3674,2689
"Johor","AUS","August","08","2020",6,6,0
"Johor","AUS","August","08","2021",0,0,0
"Johor","AUS","August","08","2022",3198,1924,1274
"Johor","AUS","August","08","2023",4669,2730,1939
"Johor","AUS","December","12","2020",11,8,3
"Johor","AUS","December","12","2021",2,1,1
"Johor","AUS","December","12","2022",5212,2921,2291
"Johor","AUS","December","12","2023",7092,3949,3143
"Johor","AUS","February","02","2020",3385,2170,1215
"Johor","AUS","February","02","2021",1,1,0
"Johor","AUS","February","02","2022",0,0,0
"Johor","AUS","February","02","2023",4214,2536,1678
"Johor","AUS","February","02","2024",4763,2792,1971
"Johor","AUS","January","01","2020",8923,4980,3943
"Johor","AUS","January","01","2021",9,5,4
"Johor","AUS","January","01","2022",0,0,0
"Johor","AUS","January","01","2023",6459,3580,2879
"Johor","AUS","January","01","2024",5856,3319,2537
"Johor","AUS","July","07","2020",5,5,0
"Johor","AUS","July","07","2021",2,2,0
"Johor","AUS","July","07","2022",3909,2355,1554
"Johor","AUS","July","07","2023",5848,3444,2404
"Johor","AUS","June","06","2020",4,4,0
"Johor","AUS","June","06","2021",2,1,1
"Johor","AUS","June","06","2022",2835,1770,1065
"Johor","AUS","June","06","2023",4705,2736,1969
"Johor","AUS","June","06","2024",5362,3141,2221
"Johor","AUS","March","03","2020",1347,887,460
"Johor","AUS","March","03","2021",2,1,1
"Johor","AUS","March","03","2022",5,5,0
"Johor","AUS","March","03","2023",4283,2546,1737
"Johor","AUS","March","03","2024",5612,3252,2360
"Johor","AUS","May","05","2020",0,0,0
"Johor","AUS","May","05","2021",0,0,0
"Johor","AUS","May","05","2022",2184,1440,744
"Johor","AUS","May","05","2023",4250,2490,1760
"Johor","AUS","May","05","2024",4697,2892,1805
"Johor","AUS","November","11","2020",41,38,3
"Johor","AUS","November","11","2021",0,0,0
"Johor","AUS","November","11","2022",3879,2312,1567
"Johor","AUS","November","11","2023",5161,3050,2111
"Johor","AUS","October","10","2020",3,3,0
"Johor","AUS","October","10","2021",2,2,0
"Johor","AUS","October","10","2022",4493,2669,1824
"Johor","AUS","October","10","2023",5758,3403,2355
"Johor","AUS","September","09","2020",5,5,0
"Johor","AUS","September","09","2021",1,1,0
"Johor","AUS","September","09","2022",4241,2505,1736
"Johor","AUS","September","09","2023",5978,3502,2476
"Johor","AUT","April","04","2020",0,0,0
"Johor","AUT","April","04","2021",0,0,0
"Johor","AUT","April","04","2022",61,36,25
"Johor","AUT","April","04","2023",156,97,59
"Johor","AUT","April","04","2024",178,122,56
"Johor","AUT","August","08","2020",0,0,0
"Johor","AUT","August","08","2021",0,0,0
"Johor","AUT","August","08","2022",154,96,58
"Johor","AUT","August","08","2023",288,185,103
"Johor","AUT","December","12","2020",0,0,0
"Johor","AUT","December","12","2021",0,0,0
"Johor","AUT","December","12","2022",113,74,39
"Johor","AUT","December","12","2023",201,131,70
"Johor","AUT","February","02","2020",205,138,67
"Johor","AUT","February","02","2021",0,0,0
"Johor","AUT","February","02","2022",0,0,0
"Johor","AUT","February","02","2023",178,97,81
"Johor","AUT","February","02","2024",261,175,86
"Johor","AUT","January","01","2020",242,159,83
"Johor","AUT","January","01","2021",0,0,0
"Johor","AUT","January","01","2022",1,0,1
"Johor","AUT","January","01","2023",142,86,56
"Johor","AUT","January","01","2024",205,131,74
"Johor","AUT","July","07","2020",0,0,0
"Johor","AUT","July","07","2021",0,0,0
"Johor","AUT","July","07","2022",146,97,49
"Johor","AUT","July","07","2023",228,158,70
"Johor","AUT","June","06","2020",0,0,0
"Johor","AUT","June","06","2021",0,0,0
"Johor","AUT","June","06","2022",75,57,18
"Johor","AUT","June","06","2023",101,62,39
"Johor","AUT","June","06","2024",136,98,38
"Johor","AUT","March","03","2020",88,64,24
"Johor","AUT","March","03","2021",0,0,0
"Johor","AUT","March","03","2022",0,0,0
"Johor","AUT","March","03","2023",149,95,54
"Johor","AUT","March","03","2024",264,182,82
"Johor","AUT","May","05","2020",0,0,0
"Johor","AUT","May","05","2021",0,0,0
"Johor","AUT","May","05","2022",78,52,26
"Johor","AUT","May","05","2023",138,94,44
"Johor","AUT","May","05","2024",196,136,60
"Johor","AUT","November","11","2020",0,0,0
"Johor","AUT","November","11","2021",0,0,0
"Johor","AUT","November","11","2022",147,100,47
"Johor","AUT","November","11","2023",183,130,53
"Johor","AUT","October","10","2020",1,1,0
"Johor","AUT","October","10","2021",0,0,0
"Johor","AUT","October","10","2022",153,117,36
"Johor","AUT","October","10","2023",182,121,61
"Johor","AUT","September","09","2020",0,0,0
"Johor","AUT","September","09","2021",0,0,0
"Johor","AUT","September","09","2022",133,84,49
"Johor","AUT","September","09","2023",203,144,59
"Johor","AZE","April","04","2020",0,0,0
"Johor","AZE","April","04","2021",0,0,0
"Johor","AZE","April","04","2022",2,2,0
"Johor","AZE","April","04","2023",3,1,2
"Johor","AZE","April","04","2024",14,9,5
"Johor","AZE","August","08","2020",0,0,0
"Johor","AZE","August","08","2021",0,0,0
"Johor","AZE","August","08","2022",4,3,1
"Johor","AZE","August","08","2023",3,0,3
"Johor","AZE","December","12","2020",0,0,0
"Johor","AZE","December","12","2021",0,0,0
"Johor","AZE","December","12","2022",10,6,4
"Johor","AZE","December","12","2023",20,15,5
"Johor","AZE","February","02","2020",3,1,2
"Johor","AZE","February","02","2021",0,0,0
"Johor","AZE","February","02","2022",0,0,0
"Johor","AZE","February","02","2023",2,2,0
"Johor","AZE","February","02","2024",13,8,5
"Johor","AZE","January","01","2020",6,5,1
"Johor","AZE","January","01","2021",0,0,0
"Johor","AZE","January","01","2022",0,0,0
"Johor","AZE","January","01","2023",4,2,2
"Johor","AZE","January","01","2024",8,7,1
"Johor","AZE","July","07","2020",0,0,0
"Johor","AZE","July","07","2021",0,0,0
"Johor","AZE","July","07","2022",2,1,1
"Johor","AZE","July","07","2023",3,2,1
"Johor","AZE","June","06","2020",0,0,0
"Johor","AZE","June","06","2021",0,0,0
"Johor","AZE","June","06","2022",8,8,0
"Johor","AZE","June","06","2023",5,3,2
"Johor","AZE","June","06","2024",7,4,3
"Johor","AZE","March","03","2020",1,1,0
"Johor","AZE","March","03","2021",0,0,0
"Johor","AZE","March","03","2022",0,0,0
"Johor","AZE","March","03","2023",8,4,4
"Johor","AZE","March","03","2024",44,16,28
"Johor","AZE","May","05","2020",0,0,0
"Johor","AZE","May","05","2021",0,0,0
"Johor","AZE","May","05","2022",1,0,1
"Johor","AZE","May","05","2023",5,1,4
"Johor","AZE","May","05","2024",7,5,2
"Johor","AZE","November","11","2020",0,0,0
"Johor","AZE","November","11","2021",0,0,0
"Johor","AZE","November","11","2022",2,2,0
"Johor","AZE","November","11","2023",9,7,2
"Johor","AZE","October","10","2020",0,0,0
"Johor","AZE","October","10","2021",0,0,0
"Johor","AZE","October","10","2022",4,3,1
"Johor","AZE","October","10","2023",1,0,1
"Johor","AZE","September","09","2020",0,0,0
"Johor","AZE","September","09","2021",0,0,0
"Johor","AZE","September","09","2022",1,0,1
"Johor","AZE","September","09","2023",4,3,1
"Johor","BDI","June","06","2024",1,1,0
"Johor","BEL","April","04","2020",1,0,1
"Johor","BEL","April","04","2021",1,1,0
"Johor","BEL","April","04","2022",67,49,18
"Johor","BEL","April","04","2023",230,153,77
"Johor","BEL","April","04","2024",285,167,118
"Johor","BEL","August","08","2020",0,0,0
"Johor","BEL","August","08","2021",0,0,0
"Johor","BEL","August","08","2022",226,147,79
"Johor","BEL","August","08","2023",350,193,157
"Johor","BEL","December","12","2020",1,1,0
"Johor","BEL","December","12","2021",0,0,0
"Johor","BEL","December","12","2022",166,111,55
"Johor","BEL","December","12","2023",192,116,76
"Johor","BEL","February","02","2020",242,171,71
"Johor","BEL","February","02","2021",0,0,0
"Johor","BEL","February","02","2022",0,0,0
"Johor","BEL","February","02","2023",231,159,72
"Johor","BEL","February","02","2024",209,128,81
"Johor","BEL","January","01","2020",265,171,94
"Johor","BEL","January","01","2021",0,0,0
"Johor","BEL","January","01","2022",0,0,0
"Johor","BEL","January","01","2023",181,120,61
"Johor","BEL","January","01","2024",192,120,72
"Johor","BEL","July","07","2020",0,0,0
"Johor","BEL","July","07","2021",0,0,0
"Johor","BEL","July","07","2022",223,133,90
"Johor","BEL","July","07","2023",465,263,202
"Johor","BEL","June","06","2020",0,0,0
"Johor","BEL","June","06","2021",0,0,0
"Johor","BEL","June","06","2022",123,91,32
"Johor","BEL","June","06","2023",209,132,77
"Johor","BEL","June","06","2024",288,174,114
"Johor","BEL","March","03","2020",121,86,35
"Johor","BEL","March","03","2021",0,0,0
"Johor","BEL","March","03","2022",1,1,0
"Johor","BEL","March","03","2023",230,159,71
"Johor","BEL","March","03","2024",308,170,138
"Johor","BEL","May","05","2020",0,0,0
"Johor","BEL","May","05","2021",0,0,0
"Johor","BEL","May","05","2022",148,110,38
"Johor","BEL","May","05","2023",242,133,109
"Johor","BEL","May","05","2024",302,185,117
"Johor","BEL","November","11","2020",0,0,0
"Johor","BEL","November","11","2021",0,0,0
"Johor","BEL","November","11","2022",210,147,63
"Johor","BEL","November","11","2023",259,170,89
"Johor","BEL","October","10","2020",0,0,0
"Johor","BEL","October","10","2021",0,0,0
"Johor","BEL","October","10","2022",213,136,77
"Johor","BEL","October","10","2023",277,189,88
"Johor","BEL","September","09","2020",1,1,0
"Johor","BEL","September","09","2021",0,0,0
"Johor","BEL","September","09","2022",228,145,83
"Johor","BEL","September","09","2023",387,217,170
"Johor","BEN","April","04","2020",0,0,0
